country,country_code,product,product_code,quantity
Italy,IT,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, handbags, shopping-bags, wallets,",4202.0,1353077273
Germany,DE,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809 and 4810)",4811.0,1350284414
Irish Republic,IE,"Live horses, asses, mules and hinnies",101.0,1338792830
Netherlands,NL,"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages (excl. fruit or vegetable juices and milk)",2202.0,1326710139
Germany,DE,"Organic surface-active agents (excl. soap); surface-active preparations, washing preparations, incl. auxiliary washing preparations, and cleaning preparations, whether or not containing soap (excl. those of heading 3401)",3402.0,1326497673
Germany,DE,"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating apparatus and soil-heating apparatus; electro-thermic hairdressing apparatus, e.g. hairdryers, hair curlers and curling tong heaters, and hand dryers; electric smoothing irons; other electro-thermic appliances o",8516.0,1326130397
Italy,IT,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid",2002.0,1320925152
France,FR,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, handbags, shopping-bags, wallets,",4202.0,1313726906
Portugal,PT,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars (excl. motor vehicles of heading 8702)",8703.0,1303152783
Netherlands,NL,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",3907.0,1301053874
Italy,IT,"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excl. medical, surgical, dental or veterinary of heading 9402)",9401.0,1299792611
Belgium,BE,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",1905.0,1294805891
Germany,DE,"Regulating or controlling instruments and apparatus (excl. taps, cocks and valves of heading 8481)",9032.0,1289113977
Sweden,SE,"Parts and accessories for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles of heading 8701 to 8705, n.e.s.",8708.0,1283177850
Luxembourg,LU,"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network [such as a local or wide area network]; parts thereof (excl. than trans",8517.0,1276485906
Netherlands,NL,"Carpets and other textile floor coverings, tufted ""needle punched"", whether or not made up",5703.0,1270952700
Austria,AT,"Discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices and masters for the production of discs (excl. products of chapter 37)",8523.0,1270464875
Germany,DE,"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce; parts thereof (other than machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables of heading 8437)",8433.0,1269124410
Germany,DE,Electric generating sets and rotary converters,8502.0,1267971513
Irish Republic,IE,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",1905.0,1251201328
France,FR,Tractors (other than tractors of heading 8709),8701.0,1250419069
France,FR,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, e.g., switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and junction boxes, for a voltage <= 1.000 V (excl. control desks, cabinets, panels etc. of heading",8536.0,1250302413
Spain,ES,"Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",7108.0,1247863480
Belgium,BE,"Polymers of propylene or of other olefins, in primary forms",3902.0,1247427414
Germany,DE,"Insulated ""incl. enamelled or anodised"" wire, cable ""incl. coaxial cable"" and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",8544.0,1236055603
Germany,DE,"Polymers of ethylene, in primary forms",3901.0,1219417225
Netherlands,NL,Electrical energy,2716.0,1216161965
France,FR,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",403.0,1213730398
France,FR,Preparations of a kind used in animal feeding,2309.0,1208688116
Belgium,BE,"Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)",7408.0,1207028255
Poland,PL,"Compression-ignition internal combustion piston engine ""diesel or semi-diesel engine""",8408.0,1206887656
Irish Republic,IE,"Food preparations, n.e.s.",2106.0,1205558957
Belgium,BE,"Motor vehicles for the transport of goods, incl. chassis with engine and cab",8704.0,1204385885
Germany,DE,"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excl. medical, surgical, dental or veterinary of heading 9402)",9401.0,1199395797
Italy,IT,"Air or vacuum pumps (excl. gas compound elevators and pneumatic elevators and conveyors); air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof",8414.0,1197441600
Netherlands,NL,Electronic integrated circuits; parts thereof,8542.0,1194006709
Italy,IT,Heterocyclic compounds with nitrogen hetero-atom[s] only,2933.0,1179768916
Poland,PL,"Petroleum oils and oils obtained from bituminous minerals (excl. crude); preparations containing >= 70% by weight of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, n.e.s.; waste oils containing mainly petroleum or bituminous miner",2710.0,1176756674
Germany,DE,"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid",3215.0,1167704328
Italy,IT,"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof",8450.0,1162821231
Czech Republic,CZ,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of heading 8469 to 8472, n.e.s.",8473.0,1162789872
Germany,DE,"Slag, ash and residues containing metals, arsenic or their compounds (excl. those from the manufacture of iron or steel)",2620.0,1158152963
Belgium,BE,Tractors (other than tractors of heading 8709),8701.0,1147200458
Germany,DE,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base met",8302.0,1142833350
France,FR,"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous beverages (excl. compound alcoholic preparations of a kind used for the manufacture of beverages)",2208.0,1135903136
Hungary,HU,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars (excl. motor vehicles of heading 8702)",8703.0,1111103483
Belgium,BE,"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter",2009.0,1106432474
